index,data_ocorrencia,modelo,registro,operador,local_acidente,numero_de_vitimas,ano,mes,mes_nome
2846,1954-07-10 00:00:00,BEECHCRAFT 35 BONANZA,CC-ABG,PRIVATE,NEAR ALTO ARAGUAIUA,1,1954,7,JULHO
2847,1954-07-10 00:00:00,FAIRCHILD PT-19A (T-19),,FORCA AÉREA BRASILEIRA (FAB),"NOVA IGUAÇU, RJ",1,1954,7,JULHO
2848,1954-07-08 00:00:00,BEECHCRAFT 35 BONANZA,PT-AGP,TÁXI-AÉREO UBERLANDIA,"SERRA DA CANTAREIRA, MG",1,1954,7,JULHO
2849,1954-07-02 00:00:00,LOCKHEED C-28 HUDSON,,FORÇA AÉREA BRASILEIRA (FAB),"NEAR SALVADOR AB, BAHIA",20,1954,7,JULHO
2850,1954-06-28 00:00:00,AIRPLANE,LV-FGE,PRIVATE,"SÃO PAULO, SP",0,1954,6,JUNHO
2851,1954-06-25 00:00:00,AIRPLANE,LV-RS.,,"NEAR SANTOS, SP",0,1954,6,JUNHO
2852,1954-06-23 00:00:00,STINSON,LV-YTY,AERO CLUB DE CIUDAD EVA PEÓN,"SÃO BERNARDO DO CAMPO, SP",0,1954,6,JUNHO
2853,1954-06-20 00:00:00,AIRPLANE,LV-RGR,PRIVATE,"NEAR JARAGUÁ, SC",1,1954,6,JUNHO
2854,1954-06-17 00:00:00,PIPER PA-12,LV-RGL,PRIVATE,"HACIENDA JOINVILLE, SC",1,1954,6,JUNHO
2855,1954-06-16 00:00:00,CESSNA C-165,CC-PBI,PRIVATE,"SÃO FRANCISCO DE PAULA, RS",0,1954,6,JUNHO
2856,1954-06-06 00:00:00,CESSNA T-17 BOBCAT,,FORÇA AÉREA BRASILEIRA (FAB),"APIAÍ, SP",1,1954,6,JUNHO
2857, 04-JUN-1954,CURTISS C-46A,PP-VBZ,VARIG,"SÃO PAULO-CONGONHAS AIRPORT, SP (CGH)",3,1954,6,JUNHO
2858, 31-MAY-1954,DOUGLAS C-47A (DC-3),PP-ANO,T.A. NACIONALES,"SERRA DO CIPÓ MOUNTAINS, MG",19,1954,5,MAIO
2859,24-MAY-1954,NORTH AMERICAN B-25J MITCHELL,,FORÇA AÉREA BRASILEIRA (FAB),"NEAR BA FORTALEZA, CE",3,1954,5,MAIO
2860,19-MAY-1954,BEECHCRAFT C18S,PP-FEP,SERVIÇO NACIONAL DA MALÁRIA,,0,1954,5,MAIO
2861,18-MAY-1954,GLOSTER METEOR T7 (TF-7),,FORÇA AÉREA BRASILEIRA (FAB),"BA SANTA CRUZ, RJ",0,1954,5,MAIO
2862,15-MAY-1954,FAIRCHILD PT-19 3FG (T-19),,FORÇA AÉREA BRASILEIRA (FAB),"BAIXA VERDE, RN",0,1954,5,MAIO
2863,12-MAY-1954,CONSOLIDATED PBY-5A CATALINA,PT-AMR,PARAENSE TRANSPORTES AÉREOS,"NEAR MARABÁ, PA",0,1954,5,MAIO
2864,10-MAY-1954,CURTISS P-40 WARHAWK,,FORÇA AÉREA BRASILEIRA (FAB),"NEAR BA GRAVATÁI, RS",1,1954,5,MAIO
2865,22-APR-1954,DOUGLAS A-20K HAVOC (R-20),,FORÇA AÉREA BRASILEIRA (FAB),"NEAR BA FLORIANÓPOLIS, SC",0,1954,4,ABRIL
2866,14-APR-1954,CESSNA UC-78 BOBCAT,,FORÇA AÉREA BRASILEIRA (FAB),"SANTOS DUMONT (SDU), RJ",0,1954,4,ABRIL
2867,12-APR-1954,CAP-4 PAULISTINHA,,AERO CLUBE DE PONTA GROSSA,"PONTA GROSSA, PA",2,1954,4,ABRIL
2868,1954-03-17 00:00:00,LOCKHEED PV-1 VENTURA (B-34),,FORÇA AÉREA BRASILEIRA (FAB),"RECIFE, PE",0,1954,3,MARCO
2869,1954-03-06 00:00:00,FAIRCHILD,PP-DBT,,,4,1954,3,MARCO
2870, 04-MAR-1954,CURTISS C-46D,PP-LPH,LOIDE AÉREO NACIONAL,"GUANABARA BAY, RJ",0,1954,3,MARCO
2871,08-FEB-1954,REPUBLIC F-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),"BA NATAL, RN",0,1954,2,FEVEREIRO
2872,1954-01-23 00:00:00,BEECHCRAFT A35 BONANZA,PP-OTB,ORGANIZAÇÃO MINEIRA DE TRANSPORTES AÉREOS (OMTA),POCOS DE CALDAS,3,1954,1,JANEIRO
2873,29-DEC-1953,NORTH AMERICAN AT-6D TEXAN (T-6),,FORCA AÉREA BRASILEIRA (FAB),"NEAR MAGÉ, RJ",1,1953,12,DEZEMBRO
2874,20-DEC-1953,CAP-4 PAULISTINHA,PP-RSJ,PRIVATE,"VIEIRA CORTES, RJ",1,1953,12,DEZEMBRO
2875,12-DEC-1953,AIRPLANE,,CORREIO AÉREO NACIONAL (CAN),"80 KM E OF CARINHANHA, BA",0,1953,12,DEZEMBRO
2876, 12-DEC-1953,JUNKERS JU-52/3M,PP-DZY,AERONORTE,"MOGI DAS CRUZES, SP ?",2,1953,12,DEZEMBRO
2877,07-DEC-1953,BEECHRAFT UC-43 TRAVELER,,FORCA AÉREA BRASILEIRA (FAB),,0,1953,12,DEZEMBRO
2878,05-DEC-1953,FAIRCHILD PT-19 3FG (T-19),,FORÇA AÉREA BRASILEIRA (FAB),"MACAÉ, RJ",1,1953,12,DEZEMBRO
2879,1953-11-28 00:00:00,AIRPLANE,,AEROCLUBE DE ARARAQUARA,BRAGANÇA PAULISTA,0,1953,11,NOVEMBRO
2880,1953-11-26 00:00:00,FAIRCHILD PT-19 3FG (T-19),,FORÇA AÉREA BRASILEIRA (FAB),"RIO DE JANEIRO, RJ",0,1953,11,NOVEMBRO
2881,1953-11-20 00:00:00,GLOSTER METEOR F8,,FORÇA AÉREA BRASILEIRA (FAB),"NEAR BA FORTALEZA, CE",0,1953,11,NOVEMBRO
2882,1953-11-05 00:00:00,FAIRCHILD PT-19 3FG (T-19),,FORCA AÉREA BRASILEIRA (FAB),"NITERÓI, RJ",0,1953,11,NOVEMBRO
2883,1953-11-04 00:00:00,GLOSTER METEOR F8,,FORÇA AÉREA BRASILEIRA (FAB),"CAMPO DE MARTE, SP",0,1953,11,NOVEMBRO
2884,1953-11-03 00:00:00,FAIRCHILD PT-19A (T-19),,FORÇA AÉREA BRASILEIRA (FAB),"SÃO PAULO, SP",0,1953,11,NOVEMBRO
2885, 31-OCT-1953,CONSOLIDATED PA-10 CATALINA (PBY-5),,BRAZILIAN AF,"8 KM FROM MARABÁ, PA",4,1953,10,OUTUBRO
2886,21-OCT-1953,BELL 47G,PT-HA.,,"NEAR CONGONHAS (CGH), SP",1,1953,10,OUTUBRO
2887,17-OCT-1953,AIRPLANE,PP-LBK,COMPAÑA PROPAGANDA AÉREO BRASILEIRO,"SÃO PAULO, SP",0,1953,10,OUTUBRO
2888,29-SEP-1953,GLOSTER METEOR T7 (TF-7),,FORÇA AÉREA BRASILEIRA (FAB),"BA SANTA CRUZ, RJ",0,1953,9,SETEMBRO
2889,15-SEP-1953,CESSNA 170A,PT-AKG,WAMP,"SANTOS, SP",1,1953,9,SETEMBRO
2890, 14-SEP-1953,CURTISS C-46A,PP-LDM,LOIDE AÉREO NACIONAL,"SÃO PAULO-CONGONHAS AIRPORT, SP (CGH)",0,1953,9,SETEMBRO
2891, 12-SEP-1953,DOUGLAS C-47A (DC-3),,BRAZILIAN AF,"RIO DE JANEIRO-SANTOS DUMONT AIRPORT, RJ (SDU)",0,1953,9,SETEMBRO
2892,03-SEP-1953,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"NEAR SÃO FRANCISCO, RS",1,1953,9,SETEMBRO
2893,03-SEP-1953,NIESS 5-FG,PP-GNY,AERO CLUBE DE PASSO FUNDO,"PASSO FUNDO, RS",1,1953,9,SETEMBRO
2894, 02-SEP-1953,DOUGLAS C-47A (DC-3),,BRAZILIAN AF,"OFF ILHA DA BOQUEIRÃO, RJ",4,1953,9,SETEMBRO
2895,30-AUG-1953,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),,0,1953,8,AGOSTO
2896,27-AUG-1953,CESSNA 140,PP-DMD,PRIVATE,SANTA CATARINA STATE,0,1953,8,AGOSTO
2897,24-AUG-1953,CURTISS P-40N WARHAWK,,FORÇA AÉREA BRASILEIRA (FAB),"BA GRAVATÁI, RS",0,1953,8,AGOSTO
2898, 23-AUG-1953,DOUGLAS C-47 (DC-3),PP-YQK,REAL,"6 KM FROM CAMPO GRANDE AIRPORT, MS (CGR)",0,1953,8,AGOSTO
2899,21-AUG-1953,NORTH AMERICAN B-25J MITCHELL,,FORÇA AÉREA BRASILEIRA (FAB),"NEAR SALINÓPOLIS, PA",0,1953,8,AGOSTO
2900, 20-AUG-1953,CURTISS C-46A,PP-ITD,COMP. ITAÚ DE TRANSPORTES AÉREOS,"CORUMBÁ INTERNACIONAL AIRPORT, MS (CMG)",3,1953,8,AGOSTO
2901,09-AUG-1953,BEECHCRAFT UC-45F EXPEDITOR,,FORÇA AÉREA BRASILEIRA (FAB),"BA GALEÃO, RJ",0,1953,8,AGOSTO
2902,08-AUG-1953,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"20 MI FROM PARATÍ, RJ",0,1953,8,AGOSTO
2903,01-AUG-1953,BEECHCRAFT A35 BONANZA,PP-OMN,ORGANIZAÇÃO MINEIRA DE TRANSPORTES AÉREOS (OMTA),"BARÃO DE COCAIS, MG",1,1953,8,AGOSTO
2904,1953-07-07 00:00:00,FAIRCHILD PT-19A (T-19),,FORÇA AÉREA BRASILEIRA (FAB),"NEAR PAVUNA, RJ",0,1953,7,JULHO
2905, 05-JUL-1953,CONSOLIDATED PBY-5A CATALINA,PT-AXX,ADHEMAR DE BARROS,"NEAR PICINGUABA COVE, UBATUBA, SP",0,1953,7,JULHO
2906,1953-06-29 00:00:00,AIRPLANE,PP-TIB,ESCOLA DA AERONAUTICA DE SÃO PAULO,"LAGOA, SC",0,1953,6,JUNHO
2907,1953-06-28 00:00:00,NORTH AMERICAN B-25J MITCHELL,,FORÇA AÉREA BRASILEIRA (FAB),CAMPO DE MARTE (MAE),0,1953,6,JUNHO
2908,1953-06-26 00:00:00,BEECHCRAFT UC-45F EXPEDITOR,,FORÇA AÉREA BRASILEIRA (FAB),"BELO HORIZONTE, MG",0,1953,6,JUNHO
2909,1953-06-24 00:00:00,CNNA HL-6B CARUÉ,PP-DYP,AERO CLUB DE GOVERNADOR VALADARES,"LADAINHA/TEOFILO OTTONI, MG",2,1953,6,JUNHO
2910,1953-06-22 00:00:00,BEECHCRAFT A35 BONANZA,PP-OTA,ORGANIZAÇÃO MINEIRA DE TRANSPORTES AÉREOS (OMTA),NEAR PAMPULHA,2,1953,6,JUNHO
2911,1953-06-22 00:00:00,BEECHCRAFT 18 ?,PP-IPK,IMPERIAL TRANSPORTE AÉREOS,"RESSACA/BELO HORIZONTE, MG",0,1953,6,JUNHO
2912,1953-06-21 00:00:00,VULTEE BT-13 VALIANT,PP-TAM,ESCOLA VARIG DE AERONÁUTICA (EVAER),"PORTO ALEGRE (POA), RS",2,1953,6,JUNHO
2913, 17-JUN-1953,LOCKHEED L-049 CONSTELLATION,PP-PDA,PANAIR DO BRASIL,"6,5 KM SW OF SÃO PAULO-CONGONHAS AIRPORT, SP (CGH)",17,1953,6,JUNHO
2914,1953-06-08 00:00:00,DOUGLAS B-18 BOLO (C-58),,FORCA AÉREA BRASILEIRA (FAB),"ARAGARÇAS, GO",0,1953,6,JUNHO
2915, 12-MAY-1953,CURTISS C-46A,PP-LDI,LOIDE AÉREO NACIONAL,"SÃO PAULO-CONGONHAS AIRPORT, SP (CGH)",0,1953,5,MAIO
2916,24-APR-1953,AIRPLANE,PP-RAW,AERO CLUBE DE SÃO PAULO,,0,1953,4,ABRIL
2917,14-APR-1953,NORTH AMERICAN AT-6D TEXAN (T-6),,FORCA AÉREA BRASILEIRA (FAB),"TAMBAUZINHO, PB",3,1953,4,ABRIL
2918,14-APR-1953,AIRPLANE,,AERO CLUBE DE JOÃO PESSOA,"TAMBAUZINHO, PB",3,1953,4,ABRIL
2919,14-APR-1953,AIRPLANE,PP-RUD,AERO CLUBE DE BELO HORIZONTE,"NEAR PATOS DE MINAS, MG",1,1953,4,ABRIL
2920,13-APR-1953,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"RIO DE JANEIRO, RJ",0,1953,4,ABRIL
2921,13-APR-1953,CAP-4 PAULISTINHA,PP-RMD,AERO CLUBE DO BRASIL,"NEAR LAGOA DE SAQUAREMA, RJ",1,1953,4,ABRIL
2922, 27-MAR-1953,DH-114 HERON 1B,PP-SLG,T.A. SALVADOR,"ITAPEBI, BA",0,1953,3,MARCO
2923,1953-03-24 00:00:00,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"JACAREPAGUA, RJ",0,1953,3,MARCO
2924, 15-MAR-1953,DOUGLAS C-47A (DC-3),PP-AJA,T.A. CATARINENSE,"NEAR SALVADOR-DOIS DE JULHO AIRPORT, BA (SSA)",0,1953,3,MARCO
2925,12-FEB-1953,BEECHCRAFT C18S (T-7),,FORCA AÉREA BRASILEIRA (FAB),"SANTOS DUMONT (SDU), RJ",0,1953,2,FEVEREIRO
2926,06-FEB-1953,STINSON 108 ?,PP-DYD,TÁXI-AÉREO GUARANI,"TORRES, RS",0,1953,2,FEVEREIRO
2927,1953-01-28 00:00:00,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"JUAZEIRO DO NORTE, CE",2,1953,1,JANEIRO
2928,1953-01-27 00:00:00,FAIRCHILD PT-19,PP-ZBY,AEROCLUBE DO BRASIL,NEAR MANGUÍNHOS,0,1953,1,JANEIRO
2929,1953-01-16 00:00:00,REPUBLIC F-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),"BA SANTA CRUZ, RJ",1,1953,1,JANEIRO
2930,1953-01-13 00:00:00,LOCKHEED 10A ELECTRA,PP-NBC,AERONORTE,"CAREMA/ROSÁRIO, MA",4,1953,1,JANEIRO
2931,23-DEC-1952,VULTEE BT-15 VALIANT,,FORÇA AÉREA BRASILEIRA (FAB),"NEAR URUSSANGA, SC",2,1952,12,DEZEMBRO
2932,23-DEC-1952,AIRPLANE,,AERO CLUBE DE PORTO ALEGRE,"SANTA VITÓRIA DO PALMA, RS",1,1952,12,DEZEMBRO
2933,17-DEC-1952,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"CAMPO GRANDE, MS",0,1952,12,DEZEMBRO
2934,04-DEC-1952,REPUBLIC F-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),"NEAR BA SANTA CRUZ, RJ",1,1952,12,DEZEMBRO
2935,1952-11-28 00:00:00,AIRPLANE,,FORÇA AÉREA BRASILEIRA (FAB),"CAMPOS, RJ",0,1952,11,NOVEMBRO
2936,1952-11-15 00:00:00,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"VÉU DA NÓIVA, RJ",2,1952,11,NOVEMBRO
2937,1952-11-14 00:00:00,FAIRCHILD UC-W9 (F24W-9),,FORÇA AÉREA BRASILEIRA (FAB),,0,1952,11,NOVEMBRO
2938,1952-11-10 00:00:00,BEECHCRAFT 35 BONANZA,PP-ARP,TAXI-AÉREO GUARANI,"MONTENEGRO (QGF), RS",2,1952,11,NOVEMBRO
2939,1952-11-04 00:00:00,BEECHCRAFT UC-45F EXPEDITOR,,FORÇA AÉREA BRASILEIRA (FAB),"INHOMIRIM, RJ",4,1952,11,NOVEMBRO
2940,24-OCT-1952,REPUBLIC F-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),"CAMPINA GRANDE, PB",1,1952,10,OUTUBRO
2941,18-OCT-1952,LOCKHEED 10B ELECTRA,PP-VAU,VARIG,"LAGES (LAJ), SC",0,1952,10,OUTUBRO
2942,14-OCT-1952,AIRPLANE,PP-...,,"SANTO ANGELO, RS",3,1952,10,OUTUBRO
2943, 14-OCT-1952,DOUGLAS C-47 (DC-3),PP-AXJ,AEROVIAS BRASIL,"SAN FRANCISCO DE PAULA, RS",14,1952,10,OUTUBRO
2944,13-OCT-1952,CAP-4 PAULISTINHA,PP-RFN,PRIVATE,NEAR RÍO CLARO (QIQ),1,1952,10,OUTUBRO
2945,30-SEP-1952,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),JACAREPAGUÁ,2,1952,9,SETEMBRO
2946,11-SEP-1952,NORTH AMERICAN B-25J MITCHELL,,FORÇA AÉREA BRASILEIRA (FAB),"NATAL, RN",5,1952,9,SETEMBRO
2947,27-AUG-1952,REPUBLIC P-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),"BA SANTA CRUZ, RJ",1,1952,8,AGOSTO
2948, 15-AUG-1952,DOUGLAS C-47A (DC-3),PP-SDD,VASD,"NEAR GUAÍRA AIRPORT, PR (QGA)",0,1952,8,AGOSTO
2949, 12-AUG-1952,DOUGLAS C-47A (DC-3),PP-ANH,T.A. NACIONALES,"PALMEIRA DE GOIÁS, GO",24,1952,8,AGOSTO
2950,1952-07-29 00:00:00,BEECHCRAFT A35 BONANZA,PP-OM.,ORGANIZAÇÃO MINEIRA DE TRANSPORTES AÉREOS (OMTA),"NEAR BARRA LONGA, MG",3,1952,7,JULHO
2951,1952-07-23 00:00:00,BOEING SB-17G FLYING FORTRESS,,FORÇA AÉREA BRASILEIRA (FAB),"3-4 MI FROM BA RECIFE, PE",8,1952,7,JULHO
2952,1952-07-23 00:00:00,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"3-4 MI FROM BA RECIFE, PE",8,1952,7,JULHO
2953,1952-07-21 00:00:00,CAP-4 PAULISTINHA,,AEROCLUBE DE MINAS GERAIS,"ARAÇAL, NEAR CORDISBURGO, MG",2,1952,7,JULHO
2954,1952-07-16 00:00:00,CAP-4 PAULISTINHA,PP-DOA,,"JAU, SP",1,1952,7,JULHO
2955,1952-07-11 00:00:00,AIRPLANE,,FORCA AÉREA BRASILEIRA (FAB),ESPÍRITO SANTO STATE,0,1952,7,JULHO
2956, 11-JUL-1952,DOUGLAS C-47A (DC-3),,BRAZILIAN AF,"OFF MARAÚ, BA",13,1952,7,JULHO
2957,1952-07-05 00:00:00,NORTH AMERICAN NA-44 (ZT-6),,FORÇA AÉREA BRASILEIRA (FAB),"BARRA DA TIJUCA, RJ",0,1952,7,JULHO
2958,1952-06-25 00:00:00,CESSNA,PP-DXT,PRIVATE,"ALTO ARAGUAIA, MG",4,1952,6,JUNHO
2959,1952-06-24 00:00:00,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"NEAR IPIRANGA, SP",0,1952,6,JUNHO
2960,1952-06-13 00:00:00,DE HAVILLAND DH.89A DRAGON RAPIDE,PP-AIF,ADHEMAR DE BARROS FILHO,,0,1952,6,JUNHO
2961,26-MAY-1952,AIRPLANE,PP-DRP,PRIVATE,"ALTO ARAGUAIA, MT",2,1952,5,MAIO
2962, 24-MAY-1952,CURTISS C-46A,PP-LDE,LOIDE AÉREO NACIONAL,"OFF MANAUS, AM",6,1952,5,MAIO
2963,17-MAY-1952,STINSON 108-1,PP-DAN,,"GUARATINGUETÁ, SP",0,1952,5,MAIO
2964,15-MAY-1952,AIRPLANE,PP-GBX,AERO CLUB DO RIO DE JANAIRO,SERRA DO TEIXEIRA,2,1952,5,MAIO
2965,14-MAY-1952,AIRPLANE,,FORÇA AÉREA BRASILEIRA (FAB),"TUBARÃO, SC",0,1952,5,MAIO
2966, 13-MAY-1952,DOUGLAS C-47B (DC-3),PP-SPM,VASP,"SÃO PAULO, SP",5,1952,5,MAIO
2967,09-MAY-1952,VULTEE BT-15 VALIANT,,FORÇA AÉREA BRASILEIRA (FAB),"RIO DE JANEIRO, RJ",0,1952,5,MAIO
2968,04-MAY-1952,PIPER,,AERO CLUB,2 KM FROM RIO PARANAPANEMA,2,1952,5,MAIO
2969,04-MAY-1952,AIRPLANE,,AERO CLUBE,"CANOÃS, RS",0,1952,5,MAIO
2970,29-APR-1952,GRUMMAN J4F-2 WIDGEON (G-44),,FORCA AÉREA BRASILEIRA (FAB),"GUANABARA BAY, RJ",0,1952,4,ABRIL
2971, 29-APR-1952,BOEING 377 STRATOCRUISER,N1039V,PAN AM,"450 KM SW OF CAROLINA, MA",50,1952,4,ABRIL
2972,17-APR-1952,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"BA SANTA CRUZ, RJ",1,1952,4,ABRIL
2973,17-APR-1952,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"BA SANTA CRUZ, RJ",1,1952,4,ABRIL
2974,15-APR-1952,REPUBLIC P-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),"BA SANTA CRUZ, RJ",1,1952,4,ABRIL
2975,15-APR-1952,REPUBLIC P-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),"BA SANTA CRUZ, RJ",1,1952,4,ABRIL
2976,12-APR-1952,FAIRCHILD PT-19 (T-19),,FORCA AÉREA BRASILEIRA (FAB),"JUAZEIRA DO NORTE, CE",2,1952,4,ABRIL
2977,04-APR-1952,NAVION,PP-TEK,,"GUARAPARI, ES",2,1952,4,ABRIL
2978,1952-03-22 00:00:00,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"TAIUVA, SP",1,1952,3,MARCO
2979,1952-03-20 00:00:00,STINSON 108,PP-DMM,,"CAMPO BELO, MG",3,1952,3,MARCO
2980,1952-03-09 00:00:00,HUNTING PERCIVAL PRINCE,PP-NBA,AERONORTE,"CAXIAS, MA",0,1952,3,MARCO
2981, 28-FEB-1952,DOUGLAS DC-3A-393,PP-PCN,PANAIR DO BRASIL,"NEAR UBERLÂNDIA AIRPORT, MG (UDI)",9,1952,2,FEVEREIRO
2982, 21-FEB-1952,CURTISS C-46A,PP-VCB,VARIG,"GUANABARA BAY, RJ",0,1952,2,FEVEREIRO
2983,19-FEB-1952,LOCKHEED A-28A HUDSON,,FORÇA AÉREA BRASILEIRA (FAB),"GUARARAPES (REC), PE",0,1952,2,FEVEREIRO
2984,11-FEB-1952,VULTEE BT-15 VALIANT,,FORÇA AÉREA BRASILEIRA (FAB),"GUARATINGUETÁ, SP",2,1952,2,FEVEREIRO
2985,03-FEB-1952,AIRPLANE,,FORÇA AÉREA BRASILEIRA (FAB),"RIO DE JANEIRO, RJ",0,1952,2,FEVEREIRO
2986,1952-01-21 00:00:00,CAP-4 PAULISTINHA,PP-HIZ,AERO CLUBE DE GARIBALDI,"PORTO ALEGRE, RS",0,1952,1,JANEIRO
2987,1952-01-19 00:00:00,CONSOLIDATED PBY-5A CATALINA,PP-AXX,AEROVÍAS BRASIL,"ARAGUARI, MG",0,1952,1,JANEIRO
2988,31-DEC-1951,NORTH AMERICAN BT-9C,,FORCA AÉREA BRASILEIRA (FAB),"RIO DE JANEIRO, RJ",0,1951,12,DEZEMBRO
2989,16-DEC-1951,BEECHCRAFT A35 BONANZA,PP-OMP,ORGANIZAÇÃO MINEIRA DE TRANSPORTES AÉREOS (OMTA),"UBÁ, MG",4,1951,12,DEZEMBRO
2990,11-DEC-1951,BEECHCRAFT,,,"GOIANIA, GO",3,1951,12,DEZEMBRO
2991,1951-11-25 00:00:00,CAP-4 PAULISTINHA,PP-HGJ,AEROCLUBE DE BRASIL,SERRA DO BANANAL,2,1951,11,NOVEMBRO
2992,29-OCT-1951,NORTH AMERICAN B-25J MITCHELL,,FORCA AÉREA BRASILEIRA (FAB),"BA FORTALEZA, CE",3,1951,10,OUTUBRO
2993,22-OCT-1951,AIRPLANE,,AÉRO CLUBE DE MACEIÓ,"MACEIÓ, AL",0,1951,10,OUTUBRO
2994,17-OCT-1951,CURTISS P-40 WARHAWK,,FORÇA AÉREA BRASILEIRA (FAB),"GRAVATAÍ, RS",1,1951,10,OUTUBRO
2995, 11-OCT-1951,CONSOLIDATED C-10A CATALINA (PBY-5A),,BRAZILIAN AF,"CONCEIÇÃO DO ARAGUAIA, PA",4,1951,10,OUTUBRO
2996,22-SEP-1951,NOORDUYN UC-64A NORSEMAN (C-64),,FORÇA AÉREA BRASILEIRA (FAB),"VILA CAMPO GRANDE, MS",0,1951,9,SETEMBRO
2997, 17-SEP-1951,DOUGLAS C-47 (DC-3),PP-YPX,REAL,"UBATUBA, SP",10,1951,9,SETEMBRO
2998,15-SEP-1951,PIPER,PP-AKD,PRIVATE,,4,1951,9,SETEMBRO
2999,13-SEP-1951,CAP-4 PAULISTINHA,PP-RJI,AÉRO CLUB DE FLORIANÓPOLIS,"NEAR FLORIANÓPOLIS, RJ",2,1951,9,SETEMBRO
3000, 08-SEP-1951,DOUGLAS C-47B (DC-3),PP-SPQ,VASP,"CA 0,5 KM S OF SÃO PAULO-CONGONHAS AIRPORT, SP (CGH)",13,1951,9,SETEMBRO
3001,06-SEP-1951,CESSNA 140,PP-ADW,AERO CLUBE DO SANTANA,"PARNAIBA, MG",2,1951,9,SETEMBRO
3002,12-AUG-1951,LOCKHEED 10A ELECTRA,PP-NBD,AERONORTE,"TURIAÇU (TIC), MA",3,1951,8,AGOSTO
3003, 08-AUG-1951,CURTISS C-46F,N74176,"UNITED STATES AIR FORCE - USAF, OPF. PAN AM","SÃO PAULO-CONGONHAS AIRPORT, SP (CGH)",0,1951,8,AGOSTO
3004, 07-AUG-1951,DOUGLAS C-47A (DC-3),,BRAZILIAN AF,"GUARATIBA, RJ",4,1951,8,AGOSTO
3005,1951-07-28 00:00:00,BEECHCRAFT UC-45F EXPEDITOR,,FORÇA AÉREA BRASILEIRA (FAB),"NEAR CARAVELAS (CRQ), BA",3,1951,7,JULHO
3006, 12-JUL-1951,DOUGLAS C-47B (DC-3),PP-LPG,"LINHAS AÉREAS PAULISTMAINAS - LAP, OPF. LOIDE AÉREO NACI","NEAR ARACAJU AIRPORT, SE (AJU)",33,1951,7,JULHO
3007,1951-07-11 00:00:00,REPUBLIC P-47D THUNDERBOLT,,FORÇA AÉREA BRASILEIRA (FAB),,0,1951,7,JULHO
3008,1951-07-04 00:00:00,FAIRCHILD PT-19,,AEROCLUBE DO RIO GRANDE DO SUL,"CANOÃS, RS",2,1951,7,JULHO
3009,1951-07-02 00:00:00,NORTH AMERICAN AT-6D TEXAN (T-6),,FORÇA AÉREA BRASILEIRA (FAB),"JACAREPAGUÁ, RJ",1,1951,7,JULHO
3010,1951-07-02 00:00:00,AIRPLANE,PP-GGJ,AEROCLUBE DE MACEIO,NEAR ESCANTA-MOÇA,0,1951,7,JULHO
3011,1951-06-26 00:00:00,AIRPLANE,,INSTITUTO DE AÇUCAR E DO ALCOOL,"CAPELA, ARACAJU",1,1951,6,JUNHO
3012,1951-06-22 00:00:00,AIRPLANE,PP-L..,AERO-SERVIÇOS AGRÍCOLA LTDA,"CAPELA, SE",1,1951,6,JUNHO
3013, 06-JUN-1951,DOUGLAS DC-3D,PP-NAL,L.A. TRANSCONTINENTAL BRASILEIRA,"GRAMACHO, RIO DE JANEIRO, RJ",2,1951,6,JUNHO
3014,1951-06-02 00:00:00,FAIRCHILD PT-19 3FG,PP-GGO,AERO CLUB DE MACCIÓ,"PORTO ALEGRE, RS",0,1951,6,JUNHO
